A, B, NO, 152, 69, .454, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 13, 9999, ¥, , N, .62, .25, .019, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGAINST, NO, YES, 144, 5, .035, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 16, 626, ¥, , PP, .69, .39, .092, 0, 9, 2201, 3.14, , AD, .57, .71, .643, 1
AGAINST, WILL, YES, 144, 5, .035, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 16, 626, ¥, , PP, .69, .39, .092, 0, 12, 2244, 2.65, W, N, .67, .33, .002, 0
AGAINST, CON, YES, 144, 4, .028, .042, .0040, .0038, 2, 3, 2.0, 0, 16, 626, ¥, , PP, .69, .39, .092, 0, 15, 7, 2.98, , AD, 1.40, .20, .048, 1
AGAINST, FIGHT, YES, 144, 4, .028, 0.000, .0020, 0.0000, 2, 3, 0.0, 0, 16, 626, ¥, , PP, .69, .39, .092, 0, 24, 98, 4.16, , V, 2.05, .50, .106, 1
AGAINST, REBEL, YES, 144, 4, .028, .062, 0.0000, .0016, 0, 3, 1.0, 1, 16, 626, ¥, , PP, .69, .39, .092, 0, 26, 18, ¥, , V, .67, .20, .003, 0
AGAINST, ENEMY, YES, 144, 2, .014, 0.000, 0.0000, .0011, 0, 3, 1.0, 1, 16, 626, ¥, , PP, .69, .39, .092, 0, 17, 88, 4.88, , N, 1.67, .33, .156, 1
AGAINST, FORCE, YES, 144, 2, .014, .018, 0.0000, 0.0000, 0, 3, 0.0, 0, 16, 626, ¥, , PP, .69, .39, .092, 0, 17, 230, 2.92, W, N, .60, .40, .006, 1
AGAINST, LEAN, YES, 144, 2, .014, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 16, 626, ¥, , PP, .69, .39, .092, 0, 22, 20, 3.91, N, V, 1.32, 0.00, 0.000, 1
AGAINST, PRO, YES, 144, 2, .014, 0.000, .0050, .0237, 1, 3, 2.0, 1, 16, 626, ¥, , PP, .69, .39, .092, 0, 15, 16, ¥, , N, 2.57, .14, .048, 1
AGAINST, RESIST, NO, 144, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 16, 626, ¥, , PP, .69, .39, .092, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGAINST, TOGETHER, YES, 144, 2, .014, 0.000, .0100, .0008, 1, 3, 1.0, 0, 16, 626, ¥, , PP, .69, .39, .092, 0, 19, 267, 2.88, G, AD, 1.84, .58, .123, 1
AGE, OLD, YES, 197, 77, .391, .027, .0470, .0179, 3, 7, 1.0, 0, 20, 227, 4.14, , N, .69, .39, .013, 0, 9, 660, 3.41, , AJ, .38, .75, .532, 1
AGE, YEAR, YES, 197, 20, .102, 0.000, 0.0000, .0055, 1, 7, 2.0, 2, 20, 227, 4.14, , N, .69, .39, .013, 0, 12, 660, 3.40, , N, 1.64, .27, .093, 1
AGE, YOUNG, YES, 197, 15, .076, 0.000, .0920, .2326, 1, 7, 1.0, 0, 20, 227, 4.14, , N, .69, .39, .013, 0, 9, 385, 3.14, , AJ, .75, .38, .151, 1
AGE, TIME, YES, 197, 9, .046, 0.000, .0150, 0.0000, 3, 7, 0.0, 0, 20, 227, 4.14, , N, .69, .39, .013, 0, 14, 1599, 3.79, , N, .71, .64, .322, 1
AGE, EIGHTEEN, NO, 197, 5, .025, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 227, 4.14, , N, .69, .39, .013, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGE, NINETEEN, NO, 197, 5, .025, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 227, 4.14, , N, .69, .39, .013, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGE, NUMBER, YES, 197, 5, .025, 0.000, 0.0000, 0.0000, 0, 7, 0.0, 0, 20, 227, 4.14, , N, .69, .39, .013, 0, 17, 472, 3.76, G, N, 1.31, .81, .041, 1
AGE, TWENTY ONE, NO, 197, 5, .025, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 227, 4.14, , N, .69, .39, .013, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGE, TWENTY, NO, 197, 4, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 227, 4.14, , N, .69, .39, .013, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGE, BIRTHDAY, YES, 197, 3, .015, .086, .0010, .0149, 1, 7, 1.0, 1, 20, 227, 4.14, , N, .69, .39, .013, 0, 15, 18, 4.47, , N, 1.00, .43, .026, 1
AGE, MATURITY, NO, 197, 3, .015, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 227, 4.14, , N, .69, .39, .013, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGE, WISDOM, YES, 197, 3, .015, .035, 0.0000, .0246, 0, 7, 1.0, 1, 20, 227, 4.14, , N, .69, .39, .013, 0, 16, 44, 3.13, , N, 2.00, .20, .017, 1
AGE, BEAUTY, YES, 197, 2, .010, 0.000, 0.0000, 0.0000, 0, 7, 0.0, 0, 20, 227, 4.14, , N, .69, .39, .013, 0, 17, 71, 3.31, , N, 2.00, .29, .020, 1
AGE, DRINKING, NO, 197, 2, .010, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 227, 4.14, , N, .69, .39, .013, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGE, ERA, YES, 197, 2, .010, .036, 0.0000, .0186, 0, 7, 2.0, 2, 20, 227, 4.14, , N, .69, .39, .013, 0, 16, 30, ¥, , N, .80, .20, .004, 1
AGE, LIMIT, YES, 197, 2, .010, 0.000, 0.0000, .0012, 0, 7, 1.0, 1, 20, 227, 4.14, , N, .69, .39, .013, 0, 21, 48, 2.73, , N, .76, .35, .020, 1
AGE, PEOPLE, YES, 197, 2, .010, 0.000, 0.0000, 0.0000, 0, 7, 0.0, 0, 20, 227, 4.14, , N, .69, .39, .013, 0, 18, 847, 5.51, , N, 1.44, .61, .126, 1
AGE, SEVENTEEN, NO, 197, 2, .010, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 227, 4.14, , N, .69, .39, .013, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGE, SEX, YES, 197, 2, .010, 0.000, 0.0000, 0.0000, 0, 7, 0.0, 0, 20, 227, 4.14, , N, .69, .39, .013, 0, 15, 84, 5.33, , N, 1.71, .57, .043, 1
AGE, WEIGHT, YES, 197, 2, .010, .014, 0.0000, 0.0000, 0, 7, 0.0, 0, 20, 227, 4.14, , N, .69, .39, .013, 0, 14, 91, 4.35, , N, 1.23, .85, .085, 1
AGENCY, COMPANY, YES, 148, 13, .088, 0.000, .0110, .0172, 3, 2, 5.0, 3, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 15, 290, 4.63, T, N, 1.87, .27, .021, 1
AGENCY, WORK, YES, 148, 12, .081, 0.000, .0420, .0052, 6, 2, 3.0, 1, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 19, 760, 3.88, N, N, 1.63, .68, .091, 1
AGENCY, BUSINESS, YES, 148, 10, .068, 0.000, .0240, .0150, 4, 2, 6.0, 3, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 21, 392, 4.05, , N, 1.50, .20, .016, 1
AGENCY, INSURANCE, YES, 148, 10, .068, 0.000, 0.0000, .0030, 1, 2, 1.0, 1, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 21, 46, ¥, , N, 1.17, .22, .009, 1
AGENCY, OFFICE, YES, 148, 9, .061, 0.000, .0060, .0145, 6, 2, 4.0, 1, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 18, 255, 5.65, , N, 2.00, .44, .014, 1
AGENCY, TRAVEL, YES, 148, 7, .047, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 25, 61, 3.93, G, V, 2.39, .35, .016, 1
AGENCY, GOVERNMENT, YES, 148, 6, .041, 0.000, .0010, .0019, 1, 2, 2.0, 2, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 19, 417, 4.63, , N, 1.35, .47, .047, 1
AGENCY, PLACE, YES, 148, 6, .041, 0.000, .0040, 0.0000, 2, 2, 0.0, 0, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 22, 571, 3.98, , N, 1.33, .39, .054, 1
AGENCY, CORPORATION, YES, 148, 5, .034, 0.000, .0100, .0468, 2, 2, 5.0, 3, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 8, 90, ¥, , N, 2.00, .29, .031, 1
AGENCY, HELP, YES, 148, 5, .034, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 23, 311, 2.82, , V, 1.14, .50, .052, 1
AGENCY, JOB, YES, 148, 4, .027, 0.000, .0200, .0462, 4, 2, 2.0, 0, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 7, 238, 4.11, , N, 1.86, 1.00, .102, 1
AGENCY, FIRM, YES, 148, 3, .020, 0.000, .0030, .0071, 3, 2, 2.0, 0, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 20, 109, 3.96, N, AJ, 1.53, .16, .002, 1
AGENCY, ADVERTISING, NO, 148, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGENCY, BUILDING, YES, 148, 2, .014, 0.000, .0080, .0026, 3, 2, 1.0, 0, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 20, 160, 5.91, , N, 1.16, .58, .064, 1
AGENCY, BUREAU, YES, 148, 2, .014, .013, 0.0000, .0036, 0, 2, 3.0, 3, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 21, 43, ¥, G, N, 1.47, .24, .004, 0
AGENCY, EMPLOYMENT, YES, 148, 2, .014, .014, 0.0000, .0300, 1, 2, 3.0, 2, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 6, 47, 3.75, , N, 2.50, .50, .011, 1
AGENCY, GROUP, YES, 148, 2, .014, 0.000, .0010, 0.0000, 1, 2, 0.0, 0, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 23, 390, 4.41, , N, 1.55, .50, .028, 1
AGENCY, TALENT, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, 16, 40, 2.88, , N, 1.75, .31, .020, 1
AGENCY, TEMPORARY, NO, 148, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 19, 56, ¥, , N, 2.18, .12, 0.000, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGENDA, SCHEDULE, YES, 147, 38, .259, .028, .0090, .0107, 4, 1, 7.0, 2, 14, 5, ¥, , N, 1.62, .15, .013, 1, 15, 36, ¥, , N, 2.00, .77, .019, 1
AGENDA, LIST, YES, 147, 25, .170, .035, .0090, .0046, 2, 1, 4.0, 2, 14, 5, ¥, , N, 1.62, .15, .013, 1, 14, 133, 4.93, T, N, 1.08, .31, .008, 1
AGENDA, PLAN, YES, 147, 21, .143, 0.000, .0060, .0107, 2, 1, 3.0, 1, 14, 5, ¥, , N, 1.62, .15, .013, 1, 28, 205, 3.53, , N, 1.46, .36, .065, 1
AGENDA, CALENDAR, YES, 147, 5, .034, 0.000, .0050, .0034, 1, 1, 1.0, 0, 14, 5, ¥, , N, 1.62, .15, .013, 1, 8, 28, 6.48, , N, 2.12, .38, .023, 1
AGENDA, MEETING, YES, 147, 5, .034, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 5, ¥, , N, 1.62, .15, .013, 1, 13, 159, 4.80, , N, 1.38, .31, .112, 1
AGENDA, BOOK, YES, 147, 4, .027, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 5, ¥, , N, 1.62, .15, .013, 1, 15, 193, 6.09, , N, 1.57, .71, .237, 1
AGENDA, WORK, YES, 147, 4, .027, 0.000, .0050, 0.0000, 2, 1, 0.0, 0, 14, 5, ¥, , N, 1.62, .15, .013, 1, 19, 760, 3.88, N, N, 1.63, .68, .091, 1
AGENDA, BUSY, YES, 147, 3, .020, 0.000, .0040, .0090, 1, 1, 2.0, 1, 14, 5, ¥, , N, 1.62, .15, .013, 1, 24, 58, 3.21, G, AJ, 1.91, .17, .017, 1
AGENDA, AMERICAN, YES, 147, 2, .014, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 5, ¥, , N, 1.62, .15, .013, 1, 19, 569, ¥, , AJ, 1.12, .29, .067, 1
AGENDA, ITINERARY, NO, 147, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 14, 5, ¥, , N, 1.62, .15, .013, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGENDA, ORDER, YES, 147, 2, .014, 0.000, .0090, .0053, 3, 1, 2.0, 0, 14, 5, ¥, , N, 1.62, .15, .013, 1, 22, 376, 3.37, N, N, 1.05, .42, .014, 1
AGENDA, ORGANIZE, YES, 147, 2, .014, 0.000, .0210, .0053, 4, 1, 2.0, 0, 14, 5, ¥, , N, 1.62, .15, .013, 1, 23, 14, 3.15, , V, 2.00, .26, .009, 1
AGENDA, ROLL, YES, 147, 2, .014, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 5, ¥, , N, 1.62, .15, .013, 1, 20, 35, 4.30, N, N, .65, .30, .032, 1
AGENDA, THINGS, YES, 147, 2, .014, 0.000, .0020, 0.0000, 1, 1, 0.0, 0, 14, 5, ¥, , N, 1.62, .15, .013, 1, 12, 368, ¥, , N, .50, .17, .072, 0
AGENT, FBI, YES, 146, 18, .123, .098, .0010, .0080, 2, 3, 6.0, 3, 24, 44, ¥, , N, 1.48, .24, .017, 1, 17, 0, ¥, , N, 2.07, .21, .013, 0
AGENT, SECRET, YES, 146, 17, .116, 0.000, .0040, 0.0000, 3, 3, 0.0, 0, 24, 44, ¥, , N, 1.48, .24, .017, 1, 24, 52, ¥, , AJ, 1.00, .43, .027, 1
AGENT, INSURANCE, YES, 146, 10, .068, .021, 0.0000, .0010, 0, 3, 1.0, 1, 24, 44, ¥, , N, 1.48, .24, .017, 1, 21, 46, ¥, , N, 1.17, .22, .009, 1
AGENT, TRAVEL, YES, 146, 8, .055, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 24, 44, ¥, , N, 1.48, .24, .017, 1, 25, 61, 3.93, G, V, 2.39, .35, .016, 1
AGENT, UNDERCOVER, NO, 146, 6, .041, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 24, 44, ¥, , N, 1.48, .24, .017, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGENT, OO7, NO, 146, 5, .034, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 24, 44, ¥, , N, 1.48, .24, .017, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGENT, FEDERAL, YES, 146, 4, .027, .013, .0010, .0062, 1, 3, 2.0, 1, 24, 44, ¥, , N, 1.48, .24, .017, 1, 18, 246, ¥, , ADJ, 1.82, .24, .015, 1
AGENT, HELP, YES, 146, 4, .027, 0.000, .0010, .0005, 1, 3, 2.0, 1, 24, 44, ¥, , N, 1.48, .24, .017, 1, 23, 311, 2.82, , V, 1.14, .50, .052, 1
AGENT, PERSON, YES, 146, 4, .027, 0.000, .0010, 0.0000, 3, 3, 0.0, 0, 24, 44, ¥, , N, 1.48, .24, .017, 1, 14, 175, 6.51, , N, 1.85, .31, .081, 1
AGENT, REAL ESTATE, YES, 146, 4, .027, .082, 0.0000, .0010, 0, 3, 1.0, 1, 24, 44, ¥, , N, 1.48, .24, .017, 1, 11, 0, ¥, , N, 1.38, .38, .004, 0
AGENT, SPORTS, YES, 146, 4, .027, 0.000, 0.0000, .0002, 0, 3, 1.0, 1, 24, 44, ¥, , N, 1.48, .24, .017, 1, 20, 49, ¥, G, N, 2.94, 0.00, 0.000, 1
AGENT, ACTOR, YES, 146, 3, .021, 0.000, 0.0000, .0004, 0, 3, 1.0, 1, 24, 44, ¥, , N, 1.48, .24, .017, 1, 14, 24, 5.45, , N, 1.45, .55, .302, 1
AGENT, GOVERNMENT, YES, 146, 3, .021, 0.000, .0160, .0011, 2, 3, 1.0, 0, 24, 44, ¥, , N, 1.48, .24, .017, 1, 19, 417, 4.63, , N, 1.35, .47, .047, 1
AGENT, REPRESENTATIVE, NO, 146, 3, .021, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 24, 44, ¥, , N, 1.48, .24, .017, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGENT, SPY, YES, 146, 3, .021, .066, .0030, .0111, 2, 3, 3.0, 1, 24, 44, ¥, , N, 1.48, .24, .017, 1, 26, 9, ¥, , N, 1.39, .28, .009, 0
AGENT, AUTHORITY, YES, 146, 2, .014, 0.000, 0.0000, .0029, 1, 3, 1.0, 1, 24, 44, ¥, , N, 1.48, .24, .017, 1, 18, 93, 2.62, , N, 1.11, .39, .006, 1
AGENT, BOND, YES, 146, 2, .014, 0.000, 0.0000, .0004, 0, 3, 1.0, 1, 24, 44, ¥, , N, 1.48, .24, .017, 1, 23, 46, ¥, T, N, 1.75, .25, .004, 1
AGENT, DETECTIVE, YES, 146, 2, .014, 0.000, .0040, .0092, 2, 3, 4.0, 2, 24, 44, ¥, , N, 1.48, .24, .017, 1, 15, 52, ¥, , ADJ, 1.70, .40, .007, 0
AGENT, MODEL, YES, 146, 2, .014, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 24, 44, ¥, , N, 1.48, .24, .017, 1, 20, 77, ¥, T, N, 1.05, .25, .006, 1
AGENT, MONEY, YES, 146, 2, .014, 0.000, .0090, 0.0000, 6, 3, 0.0, 0, 24, 44, ¥, , N, 1.48, .24, .017, 1, 19, 265, 5.77, , N, 1.39, .89, .312, 1
AGENT, OFFICER, YES, 146, 2, .014, 0.000, 0.0000, .0067, 1, 3, 2.0, 1, 24, 44, ¥, , N, 1.48, .24, .017, 1, 13, 101, 6.32, , N, 1.92, .15, .019, 1
AGENT, ORANGE, YES, 146, 2, .014, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 24, 44, ¥, , N, 1.48, .24, .017, 1, 14, 23, 5.74, , N, 2.15, .69, .256, 1
AGENT, POLICE, YES, 146, 2, .014, 0.000, .0320, .0028, 5, 3, 2.0, 0, 24, 44, ¥, , N, 1.48, .24, .017, 1, 19, 155, 6.69, , N, .89, .72, .155, 1
AGENT, SALES, YES, 146, 2, .014, 0.000, 0.0000, .0030, 0, 3, 3.0, 2, 24, 44, ¥, , N, 1.48, .24, .017, 1, 26, 2, 3.60, , N, 2.20, 0.00, 0.000, 0
AGGRAVATE, ANNOY, YES, 152, 46, .303, .041, .0540, .0469, 3, 2, 6.0, 3, 11, 1, ¥, , V, 2.67, .44, .023, 1, 15, 2, ¥, , V, 2.38, .46, .146, 1
AGGRAVATE, IRRITATE, YES, 152, 19, .125, .048, .0300, .0851, 3, 2, 5.0, 3, 11, 1, ¥, , V, 2.67, .44, .023, 1, 12, 1, ¥, , V, 2.33, .33, .027, 1
AGGRAVATE, BOTHER, YES, 152, 13, .086, .048, .1260, .0955, 3, 2, 4.0, 2, 11, 1, ¥, , V, 2.67, .44, .023, 1, 18, 22, ¥, , V, 2.53, .33, .125, 1
AGGRAVATE, MAD, YES, 152, 13, .086, 0.000, .0680, .0130, 5, 2, 1.0, 0, 11, 1, ¥, , V, 2.67, .44, .023, 1, 11, 39, 3.04, P, AJ, 1.80, .50, .220, 1
AGGRAVATE, ANGER, YES, 152, 12, .079, 0.000, .0160, .0354, 4, 2, 1.0, 1, 11, 1, ¥, , V, 2.67, .44, .023, 1, 14, 48, 3.75, , N, 1.92, .31, .031, 1
AGGRAVATE, ASSAULT, YES, 152, 7, .046, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 11, 1, ¥, , V, 2.67, .44, .023, 1, 18, 15, ¥, , V, 3.20, .20, .007, 1
AGGRAVATE, PISS OFF, NO, 152, 6, .039, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 11, 1, ¥, , V, 2.67, .44, .023, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGGRAVATE, ANGRY, YES, 152, 5, .033, 0.000, .0390, .0447, 3, 2, 1.0, 0, 11, 1, ¥, , V, 2.67, .44, .023, 1, 9, 45, 3.75, , AJ, 1.44, .44, .216, 1
AGGRAVATE, FRUSTRATE, YES, 152, 3, .020, .041, 0.0000, .0753, 0, 2, 6.0, 6, 11, 1, ¥, , V, 2.67, .44, .023, 1, 15, 4, ¥, , V, 2.53, .07, .001, 1
AGGRAVATE, AGITATE, NO, 152, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 11, 1, ¥, , V, 2.67, .44, .023, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGGRAVATE, SISTER, YES, 152, 2, .013, 0.000, .0180, 0.0000, 2, 2, 0.0, 0, 11, 1, ¥, , V, 2.67, .44, .023, 1, 16, 38, 5.71, , N, 2.71, .50, .424, 1
AGGRESSIVE, MEAN, YES, 152, 15, .099, 0.000, .0110, .0039, 4, 1, 2.0, 1, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 18, 199, 3.09, N, N, 1.53, .59, .126, 1
AGGRESSIVE, STRONG, YES, 152, 12, .079, 0.000, .0120, 0.0000, 3, 1, 0.0, 0, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 11, 202, 3.24, , AJ, 1.30, .60, .297, 1
AGGRESSIVE, FIGHT, YES, 152, 8, .053, 0.000, .0010, .0009, 2, 1, 2.0, 1, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 24, 98, 4.16, , V, 2.05, .50, .106, 1
AGGRESSIVE, PUSHY, YES, 152, 7, .046, .053, .0010, .0116, 1, 1, 3.0, 3, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 21, 0, ¥, , AD, 2.12, .06, .002, 0
AGGRESSIVE, ANGRY, YES, 152, 6, .040, 0.000, .0100, .0048, 3, 1, 2.0, 1, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 9, 45, 3.75, , AJ, 1.44, .44, .216, 1
AGGRESSIVE, FORCEFUL, YES, 152, 6, .040, .082, 0.0000, .0182, 0, 1, 7.0, 7, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 23, 8, ¥, , V, 2.55, .05, .003, 1
AGGRESSIVE, PASSIVE, YES, 152, 6, .040, .216, .0010, .0009, 1, 1, 1.0, 1, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 16, 11, ¥, , ADJ, .73, .18, .014, 0
AGGRESSIVE, FORWARD, YES, 152, 4, .026, .023, .0010, 0.0000, 1, 1, 0.0, 0, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 13, 115, ¥, , AJ, 1.25, .63, .374, 0
AGGRESSIVE, ROUGH, YES, 152, 4, .026, 0.000, .0010, .0004, 1, 1, 1.0, 1, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 17, 41, 4.48, G, AJ, 1.85, .39, .179, 1
AGGRESSIVE, ANGER, YES, 152, 3, .020, 0.000, .0020, .0002, 1, 1, 1.0, 1, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 14, 48, 3.75, , N, 1.92, .31, .031, 1
AGGRESSIVE, SEX, YES, 152, 3, .020, 0.000, .0010, 0.0000, 3, 1, 0.0, 0, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 15, 84, 5.33, , N, 1.71, .57, .043, 1
AGGRESSIVE, BAD, YES, 152, 2, .013, 0.000, .0020, 0.0000, 1, 1, 0.0, 0, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 9, 142, 3.00, , AJ, .33, .56, .571, 1
AGGRESSIVE, GIRLS, YES, 152, 2, .013, 0.000, 0.0000, .0007, 0, 1, 1.0, 1, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 10, 142, ¥, , N, 1.62, .25, .269, 1
AGGRESSIVE, HIT, YES, 152, 2, .013, 0.000, .0010, .0006, 2, 1, 1.0, 0, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 18, 115, 4.39, G, V, 1.18, .47, .045, 1
AGGRESSIVE, MEN, YES, 152, 2, .013, 0.000, 0.0000, .0014, 0, 1, 2.0, 2, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 10, 763, 6.09, , N, 1.14, .57, .282, 0
AGGRESSIVE, OUTGOING, YES, 152, 2, .013, 0.000, .0020, .0011, 1, 1, 1.0, 0, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 27, 8, ¥, , AJ, 1.61, .22, .019, 0
AGGRESSIVE, PERSISTENT, NO, 152, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGGRESSIVE, POWERFUL, YES, 152, 2, .013, 0.000, .0010, .0464, 1, 1, 1.0, 1, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 10, 63, 3.00, , AJ, 2.33, 0.00, 0.000, 1
AGGRESSIVE, RUDE, YES, 152, 2, .013, 0.000, .0050, .0204, 1, 1, 2.0, 2, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 20, 6, 2.95, , AJ, 2.47, .26, .036, 1
AGGRESSIVE, SHY, YES, 152, 2, .013, 0.000, .0040, .0016, 2, 1, 1.0, 0, 20, 17, ¥, , AJ, 1.47, .21, .015, 1, 16, 13, ¥, , AJ, 1.57, .50, .154, 1
AGONY, PAIN, YES, 154, 100, .649, .032, .0130, .0107, 2, 1, 2.0, 1, 8, 9, 3.60, , N, .71, .14, .021, 1, 13, 88, 4.22, , N, .92, .50, .340, 1
AGONY, DEFEAT, YES, 154, 17, .110, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 8, 9, 3.60, , N, .71, .14, .021, 1, 9, 31, 3.54, , V, 2.22, .44, .019, 1
AGONY, ECSTASY, YES, 154, 3, .019, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 8, 9, 3.60, , N, .71, .14, .021, 1, 20, 6, ¥, , N, 2.12, .06, .001, 0
AGONY, FEAR, YES, 154, 3, .019, 0.000, .0080, .0004, 1, 1, 1.0, 1, 8, 9, 3.60, , N, .71, .14, .021, 1, 17, 127, 3.22, , N, 1.40, .67, .050, 1
AGONY, HURT, YES, 154, 3, .019, 0.000, .3580, .3381, 1, 1, 1.0, 0, 8, 9, 3.60, , N, .71, .14, .021, 1, 12, 37, 3.66, , V, 1.17, .83, .347, 1
AGONY, MISERY, YES, 154, 3, .019, 0.000, 0.0000, .0993, 0, 1, 1.0, 1, 8, 9, 3.60, , N, .71, .14, .021, 1, 19, 15, 2.28, , N, 1.59, .06, .001, 1
AGONY, HATE, YES, 154, 2, .013, 0.000, .0010, 0.0000, 1, 1, 0.0, 0, 8, 9, 3.60, , N, .71, .14, .021, 1, 12, 42, 3.86, , V, 1.00, .55, .243, 1
AGONY, HEARTACHE, NO, 154, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 8, 9, 3.60, , N, .71, .14, .021, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
AGREE, DISAGREE, YES, 144, 57, .393, .264, 0.0000, 0.0000, 0, 4, 0.0, 0, 11, 51, ¥, , V, .43, .43, .106, 0, 9, 7, ¥, , V, 1.00, .33, .114, 1
